price,title,location
"₦ 350,000,000",Completion 4 Bedroom Duplex With 2 Bedroom Apartment Bq,Naf Harmony Estate Airforce Port Harcourt Port Harcourt Rivers
"₦ 150,000,000",Brand New 3 Bedroom Duplex,Port Harcourt Rivers
"₦ 2,500,000",Land,2mins Drive From Porthacourt Int'l Airport Port Harcourt Rivers
"₦ 4,000,000",Land,Close To Obigbo Int'l Market Port Harcourt Rivers
"₦ 7,500,000",Land,Few Minutes Drive From Eleme Junction Port Harcourt Rivers
"₦ 7,000,000",Land,Very Close To Eneka Roundabout Port Harcourt Rivers
"₦ 550,000",Land,Abara Elele Etche Port Harcourt Rivers
"₦ 3,500,000",Land,Chococho Igwurta-Ali Port Harcourt Rivers
"₦ 700,000",Land,Elele Eleme Rivers
"₦ 1,500,000",Land,Abara Elele Etche Rivers
"₦ 3,300,000",Farm Land,Abara Elele Port Harcourt Rivers
"₦ 7,500,000",Land,Few Minutes To Eleme Junction Port Harcourt Rivers
"₦ 2,500,000",Land,Port Harcourt Rivers
"₦ 7,500,000",Land,Eneka Rumuokwurushi Port Harcourt Rivers
"₦ 3,500,000",Land,"Igwuruta, Chokocho Rd Port Harcourt Rivers"
"₦ 5,000,000",Land,Igwuruta Chokocho Rd Port Harcourt Rivers
"₦ 7,500,000",Land,Very Close To Eneka Roundabout Port Harcourt Rivers
"₦ 2,500,000",300sqm Land,Port Harcourt Rivers
"₦ 330,000,000",5 Bedroom Duplex,Angwan Rimi Gra Kaduna North Kaduna
"₦ 400,000,000",Fuel Station,Rigaciko Kaduna North Kaduna
"₦ 12,000,000,000",Factory,Kaduna South Kaduna
"₦ 28,000,000",2 Bedroom Flat,Kaduna South Kaduna
"₦ 25,000,000",3 Bedroom Bungalow With Large Space,Chikun Kaduna
"₦ 160,000,000",5 Bedroom Duplex With 4 Bedroom Bq,Malali Kaduna North Kaduna
"₦ 250,000,000",1700 Sqm Residential Plot Of Land,Kaduna North Kaduna
"₦ 130,000,000",3 Bedroom Duplex With 2 Bedroom And 1 Bq,Kaduna North Kaduna
"₦ 35,000,000",4 Bedroom Bungalow,Barnawa Kaduna South Kaduna
"₦ 140,000,000",2 Bedroom Apartment+ Elevator & Pool,Ikate Lekki Lagos
"₦ 100,000,000",5 Bedroom Duplex With Bq,Marafa Kaduna North Kaduna
"₦ 330,000,000",5 Bedroom Duplex With 3 Bq,Angwan Rimi Gra Kaduna North Kaduna
"₦ 40,000,000",7 Bedroom Bungalow,Barnawa Kaduna South Kaduna
"₦ 40,000,000",13 Room Operational Hotel,Sabo Kaduna South Kaduna
"₦ 45,000,000",Standard 3 Bedroom With Bq,"King Hassan Katsina Road, Highcost Kaduna South Kaduna"
"₦ 35,000,000",Spacious 5 Bedroom Bungalow,"Barnawa Phase One, Off Libya Road Kaduna South Kaduna"
"₦ 10,000,000",2 Plots Of Land Measuring 100 By 50 Each,"Meigero, Close To Eyn, Kaduna Kaduna South Kaduna"
"₦ 30,000,000",3 Bedroom Bungalow,"Adeniyi Road, National Site And Service Scheme (frcn Site ) Layout Behind Gonin Gora Market, Kaduna North Kaduna"
"₦ 10,000,000",Plots Of Land,"Kamazo, Nafdac, Narayi, Barnawa Axis Kaduna South Kaduna"
"₦ 800,000,000",House With An Old Structure,Sultan Close Gra Kaduna North Kaduna
"₦ 5,000,000",Land,"Goodluck Jonathan Express Idembia, Ishieke Abakaliki Ebonyi"
"₦ 5,000,000",464sqm Land,Goodluck Jonathan Expressway Abakaliki Ebonyi
"₦ 4,000,000",Land,Ishielu Ezzangbo Community/ Ivy Estate/ohaukwu Lga Ishielu Ebonyi
"₦ 1,920,000",Land,Abakaliki Ebonyi
"₦ 4,000,000",Land,Ezzanbo Ohaukwu Ebonyi
"₦ 7,000,000/year",1 Bedroom Apartment,"Off Awolowo Road, Ikoyi S.w Ikoyi Lagos"
"₦ 3,500,000",1 Bedroom Mini Apartment,Lekki Phase 1 Lekki Lagos
"₦ 3,500,000",1 Bedroom Mini Flat Apartment,Lekki Phase 1 Lekki Lagos
"₦ 2,800,000/year",Mini Flat Shared Kitchen,Lekki County Ikota Lekki Lagos
"₦ 5,500,000/year",Furnished Mini Flat,Agungi Lekki Lagos
"₦ 3,000,000/year",Mini Flat,Ashi Bodija Ibadan Oyo
"₦ 2,000,000/year",Self Serviced 1 Bedroom Apartment,Jakande Lekki Lagos
"₦ 2,000,000/year",Room And Parlour Self Contained,Agungi Lekki Lagos
"₦ 3,000,000/year",2 Bedroom Apartment,Iyaganku Gra Ibadan Oyo
"₦ 15,000,000/year",Ultra Morden Three Bedroom Apartment,Lekki Phase 1 Lekki Lagos
"₦ 600,000/year",Mini Flat,Oke Afa Isolo Lagos
"₦ 1,500,000/year",Very Sweet Mini Flat In A Very Good Location,Ado Road Ado Ajah Lagos
"₦ 1,000,000/year",Very Sharp And Affordable Mini Flat,Langbasa Ado Ajah Lagos
"₦ 1,400,000/year",Mini Flat,Oke Ira Ado Ajah Lagos
"₦ 800,000/year",Mini Flat,Asaba Delta
"₦ 1,000,000/year",1 Bedroom Apartment,Oribanwa Ibeju Lekki Lagos
"₦ 44,999,999/year",4 Bedroom Penthouse Apartment+bq+pool Etc,Banana Island Estate Banana Island Ikoyi Lagos
"₦ 32,000,000/year",4 Bedroom Apartment With Bq,Old Ikoyi Lagos
"₦ 15,000,000/year",4 Bedroom House for rent,Ahmadu Bello Way Victoria Island Lagos
"₦ 50,000,000/year",4 Bedroom Penthouse,Victoria Island Lagos
"₦ 55,000,000/year",4 Bedroom Penthouse With Bq,Old Ikoyi Ikoyi Lagos
"₦ 45,000,000",Commercial Property,Oyo Ilora Road Oyo Oyo
"₦ 700,000",600sqm Land,Ido Oyo
"₦ 800,000",600 Sqm Land,Ido Oyo
"₦ 250,000,000",8 Units Of 3 Bedroom Flat,Ido Ologuneru Ido Oyo
"₦ 1,500,000",Land With C Of O,"Ajiboro, Ido Eruwa Road, Ibadan Ido Oyo"
"₦ 2,000,000",Coral City Ido,Ido Oyo
"₦ 5,000,000",Land for sale Umueri Behind Anambra State Airport,Umueri Behind Anambra State Airport Anambra Anambra
"₦ 10,000,000",Land for sale 5 Minutes To Amansea Junction,5 Minutes To Amansea Junction Awka South Anambra
"₦ 18,000,000",Land for sale Nnewi North,Nnewi North Anambra
"₦ 3,000,000",Land Measuring 400sqm,Anambra Anambra
"₦ 1,800,000",Land for sale Awka Mgbaku,Awka Mgbaku Anambra Anambra
"₦ 4,000,000",Land for sale 10mins Drive To Nnamdi Azikiwe University,10mins Drive To Nnamdi Azikiwe University Awka North Anambra
"₦ 4,500,000",Land for sale Umueri,Umueri Anambra Anambra
"₦ 10,000,000",Land for sale 5mins To Amansea Junction,5mins To Amansea Junction Awka South Anambra
"₦ 10,000,000",Land for sale 8mins To Agu Awka Junction,8mins To Agu Awka Junction Awka South Anambra
"₦ 2,000,000",Land for sale 3mins Drive To Anambra State Polytechnic Mgbakwu,3mins Drive To Anambra State Polytechnic Mgbakwu Awka South Anambra
"₦ 9,000,000",Land for sale Along Onitsha Enugu Expressway,Along Onitsha Enugu Expressway Awka Anambra Anambra
"₦ 4,000,000",Land for sale Enugwu Agidi,Enugwu Agidi Awka North Anambra
"₦ 2,000,000",Land for sale Mgbakwu,Mgbakwu Awka North Anambra
"₦ 5,000,000",Land for sale Oba Idemili south,Oba Idemili South Anambra
"₦ 7,000,000","Land for sale Umunya, 10mins To Onitsha","Umunya, 10mins To Onitsha Awka North Anambra"
"₦ 3,500,000","Land for sale Umueri, 8mins From Chukwuemeka Odumegwu Ojukwu University","Umueri, 8mins From Chukwuemeka Odumegwu Ojukwu University Awka South Anambra"
"₦ 2,000,000",Land for sale Behind Rayfield Jos South Plateau,Behind Rayfield Jos South Plateau
"₦ 900,000",Land for sale Agingi Jos Jos North Plateau,Agingi Jos Jos North Plateau
"₦ 960,000",Land for sale Agingi Jos Jos North Plateau,Agingi Jos Jos North Plateau
"₦ 2,000,000",Land for sale Close To St Augustine College Jos South Plateau,Close To St Augustine College Jos South Plateau
"₦ 960,000",400 Sqm Land,Agingi Jos North Plateau
"₦ 1,500,000",Land Along Otuoke Dual Carriageway Yenegoa Bayelsa,"Yenegoa, Bayelsa"
"₦ 1,500,000",464sqm Land Flourish City Yenegoa Bayelsa,"Yenegoa, Bayelsa"
"₦ 1,500,000","Land Palm Rd, Otuoke Dual Carriageway Yenegoa Bayelsa","Yenegoa, Bayelsa"
"₦ 1,500,000",Land Along Azikoro Otuoke Dual Carriage Way Yenegoa Bayelsa,"Yenegoa, Bayelsa"
"₦ 1,500,000","Land Palm Road Otuoke, Yenegoa Bayelsa","Yenegoa, Bayelsa"
"₦ 1,500,000",Land Yenegoa Bayelsa,"Yenegoa, Bayelsa"
"₦ 1,500,000","Land Palm Rd, Otuoke Yenegoa Bayelsa","Yenegoa, Bayelsa"
"₦ 2,000,000",Land Close To Dangote Cement Depot Yenegoa Bayelsa,"Yenegoa, Bayelsa"
"₦ 6,000,000",Land Okaka Epie Yenagoa/ Coral Garden Estate/salvation Ministries Yenegoa Bayelsa,"Yenegoa, Bayelsa"
"₦ 1,500,000",Land Along Azikoro Otuoke Dual Carriage Bayelsa Ogbia Bayelsa,"Ogbia, Bayelsa"
"₦ 15,000,000",4 Bedroom Fully Detached Bungalow,"Akeem Stree.t, Agosi Estate Ifo Ogun"
"₦ 18,000,000",House,Arigbajo Ifo Ogun
"₦ 5,000,000",House,Gudugba Ifo Ogun
"₦ 15,000,000",Uncompleted Structure On A Full Plot @ajuwon,Ajuwon Ifo Ogun
"₦ 250,000,000",Functional Event Centre,"Lambe, Akute, Ifo Ogun"
"₦ 25,000,000",4 Bedroom Duplex,Ifo Ogun
"₦ 45,000,000",Block Of Flats Plus Mini Duplex,Giwa Oke Aro Agbado Ifo Ogun
"₦ 3,500,000",1 Acre Of Land,"Papalato Bus Stop,along Olorunsogo Area, Mose Town. Ifo Ifo Ogun"
"₦ 67,000,000",Executive 3 Bedroom Bungalow,Mowe Ofada Ifo Ogun
"₦ 15,000,000",3 Bedroom Bungalow,Oshisu Near Ifo Train Terminal Ifo Ogun
"₦ 35,000,000",6 Bedroom Terrace Duplex,Ifo Ogun
"₦ 35,000,000",6bedroom Duplex Plus Big Hall,Ifo Ifo Ogun
"₦ 25,000,000",4 Bedroom Bungalow Plus Mini Flat,Ifo Ogun
"₦ 25,000,000",3 Bedroom Bungalow,Ifo Ifo Ogun
"₦ 18,000,000",4 Bedroom Apartment,Ifo Ogun
"₦ 18,000,000",4 Bedroom Apartments,Ifo Ogun
"₦ 15,000,000",Roofed Uncompleted Bungalow,Akute Ifo Ifo Ogun
"₦ 4,500,000",Land for sale Obingwa Aba Abia,Obingwa Aba Abia
"₦ 3,500,000",Land for sale Few Mins To Opobo Junction Aba Abia,Few Mins To Opobo Junction Aba Abia
"₦ 3,500,000",Land for sale 15mins Drive To Opobo Junction Aba Abia,15mins Drive To Opobo Junction Aba Abia
"₦ 3,500,000",Land for sale Umuokereke Ngwa Aba Abia,Umuokereke Ngwa Aba Abia
"₦ 4,000,000",Land for sale 2mins Drive To Tonimas Company Aba Abia,2mins Drive To Tonimas Company Aba Abia
"₦ 4,500,000",Land for sale Obingwa Abia State Aba Abia,Obingwa Abia State Aba Abia
"₦ 3,000,000",465sqm Land for sale Aba Abia,Aba Abia
"₦ 4,000,000",Land for sale Osisioma Aba Abia,Osisioma Aba Abia
"₦ 3,000,000",A Plot Of Land for sale Aba Abia,Aba Abia
"₦ 4,500,000",Land for sale Obingwa Local Govt Opopo Junction Aba Abia,Obingwa Local Govt Opopo Junction Aba Abia
"₦ 6,000,000",Land for sale Ubakala Junction Umuahia Aba Abia,Ubakala Junction Umuahia Aba Abia
"₦ 3,000,000",Measuring 50 By 100 Land for sale Aba Juniper Estate Along Opobo Azumini Road Obingwa Lga Aba Abia,Aba Juniper Estate Along Opobo Azumini Road Obingwa Lga Aba Abia
"₦ 3,000,000",Land for sale Akpaa Community Along Opobo Azumini Road/juniper Estate/ Obingwa Lga. Aba Abia,Akpaa Community Along Opobo Azumini Road/juniper Estate/ Obingwa Lga. Aba Abia
"₦ 3,000,000",Land for sale Ogbor Hills Charisma Garden Estate/ovom Aba Abia,Ogbor Hills Charisma Garden Estate/ovom Aba Abia
"₦ 4,500,000",Land Measuring 500sqm for sale Obingwa Lga Aba Abia,Obingwa Lga Aba Abia
"₦ 3,400,000",Land for sale Landview City Ogbor Hill Aba Abia,Landview City Ogbor Hill Aba Abia
"₦ 3,250,000",Plots Of Land With Power Of Attorney for sale Landview City Ogbor Hill Aba Abia,Landview City Ogbor Hill Aba Abia
"₦ 1,600,000,000",6 Bedroom Villa,Lekki Lagos
"₦ 1,200,000,000",New Luxury 4 Bedroom Maisonette On 2 Floors+bq+pool,Banana Island Estate Banana Island Ikoyi Lagos
"₦ 3,500,000",Land,Igbonla Epe Lagos
"₦ 4,500,000",Land,Igbodu Epe Lagos
"₦ 3,000,000",Land,Ketu Epe Lagos
"₦ 650,000",Land,Awoyaya Epe Lagos
"₦ 2,000,000",Land,By Toll Gate Epe Lagos
"₦ 3,000,000",Land,5mins From Ketu Epe Roundabout Epe Lagos
"₦ 3,370,000",Land,Very Close To Epe T Junction Epe Lagos
"₦ 2,500,000",Land,Very Close To Epe Resorts And Spa Epe Lagos
"₦ 750,000,000",5 Bedroom Detached Duplex,Orchid Lekki Lagos
"₦ 4,500,000",Land,Toll Gate Ijebuode Road Epe Road Epe Lagos
"₦ 7,500,000",Land,Epe Town Epe Lagos
"₦ 3,000,000",Land,15 Minutes From The Lekki Free Trade Zone Epe Lagos
"₦ 4,000,000",Land,5mins Drive From Ketu Epe Police Station Epe Lagos
"₦ 3,500,000",Land,Close To St Augustine University Epe Lagos
"₦ 3,000,000",Land,Epe Town Epe Lagos
"₦ 600,000",Land,"Ode Omi, Lekki Free Trade Zone Epe Lagos"
"₦ 70,000,000",6 Bedroom Detached Duplex,Ojo Lagos
"₦ 220,000,000",School,Ajangbadi Ojo Lagos
"₦ 11,000,000",Half Plot Of Land,No 7 Raji Street Tipper Garage Okokomaiko Ojo Lagos
"₦ 100,000,000",Block Of Flats,Behind Alaba Rago Market Okokomaiko Ojo Lagos
"₦ 50,000,000",4 Units Of 3 Bedroom Flat,Okokomaiko Ojo Lagos
"₦ 420,000,000",Commercial Land,Okokomaiko Ojo Lagos
"₦ 28,000,000",Vacant Full Standard Plot Of Land,Off Igboelerin Rd Lasu Iba Rd Ojo Lagos
"₦ 35,000,000",Block Of Flats,Sholaja Street Iba Ojo Lagos
"₦ 13,000,000",Distress Land,Okokomaiko Ojo Lagos
"₦ 18,000,000",Full Plot Of Land,Iba Ojo Lagos
"₦ 55,000,000",8 Units Of 2 Bedroom Flats,Sabo Ajangbadi Ojo Lagos
"₦ 15,000,000",Semi Detached Bungalow,Iba Ojo Lagos
"₦ 9,000,000",3 Bedroom Flat,Iba Ojo Lagos
"₦ 45,000,000",Executive Block Of Flats,Iyana Ishashi Ojo Lagos
"₦ 45,000,000",Block Of Flats On A Corner Piece One And Half Plot,Igbo Elerin Off Liasu Iba Rd Iba Ojo Lagos
"₦ 450,000,000",Primary And Secondary School,Amuwo Odofin After Tradefair Ojo Ojo Lagos
"₦ 35,000,000",Solid 2 Bedroom Duplex And 2 Flats,Afolabi Off Lasu Iba Rd Iba Ojo Lagos
"₦ 2,500,000",Land,Igbogun Community Iju Lagos
"₦ 200,000,000",4 Plots Of Land,Ajuwon Akute Road Iju Lagos
"₦ 50,000,000",A Plot Of Land,Slightly Off Iju Road Before Gudugba Bus Stop Iju Lagos
"₦ 30,000,000",Half Plot Of Land,Off Iju Road By Station Bus Stop Iju Lagos
"₦ 4,000,000",Land,Odeomi Iju Lagos
"₦ 35,000,000",Block Of Flats,Iku Ishaga Iju Lagos
"₦ 86,000,000",5 Bedroom Detached Duplex With Bq,Iju Lagos
"₦ 75,000,000",3bedroom Duplex With Bq,Obawole Iju Lagos
"₦ 80,000,000",Executive New 3 Bedroom Flat At Iju Ishaga,Pen City Estate Iju Ishaga Iju Lagos
"₦ 95,000,000/year",Block Of 4 Flats,Iju Shaga Iju Lagos
"₦ 65,000,000",513sqm Land,Kfarm Estate Iju Lagos
"₦ 125,000,000",5 Bedroom Duplex With 2 Units 3 Bedroom Flats Each,Cocker Alhaja Iju Isaga Iju Lagos
"₦ 55,000,000",3 Bedroom Duplex,Ishaga Iju Lagos
"₦ 27,000,000",Half Plot Of Land,Off Rogo Iju Lagos
"₦ 50,000,000",House 75% Finished,"Off Toyin Bus Stop By Giwa Road, Via Iju Ishaga Iju Lagos"
"₦ 210,000,000",5 Bedroom Duplex,Highly Secured Estate Off Iju Road Before Fagba Iju Lagos
"₦ 30,000,000",Mini Flat Sitting On 30/120 Land,Balogun Area Iju Ishaga Iju Lagos
"₦ 210,000,000",5 Bedroom Semi Detached Duplex,Fagba Iju Lagos
"₦ 23,000,000",Half Plot Of Fenced And Gated Land,"Ogundimu Street, Iju Ishaga, Ifako Ijaye Iju Lagos"
"₦ 130,000,000",5bedroom Duplex + 2 Units Of 3 Bedroom Flat,Coker Alhaja Iju Isaga Lagos Iju Lagos
"₦ 14,000,000",4 Bedroom Fully Detached Duplex With Bq,"Dream Drew Paradise, Apo Hilltop After Shelter Gold Estate Apo Abuja"
"₦ 15,000,000",Land,Wasa District Apo Abuja
"₦ 2,500,000,000",Land,Apo Abuja By National Assembly Quater Zone D Apo Abuja
"₦ 900,000,000",5.04hacters Of Land,Wasa Apo Abuja
"₦ 280,000,000",3.3hactets Land,Wasa Apo Abuja
"₦ 10,000,000",3 Bedroom Fully Detached Bungalow,Peji Apo Abuja
"₦ 5,000,000",250sqm To Build 4 Bedroom Semi Detached Duplex,Tafyi District Behind Apo Resettlement Apo Abuja
"₦ 150,000,000",Newly Built 4 Bedroom Semi Detached Duplex,Close To Cedar Crest Hospital Apo Abuja
"₦ 2,000,000,000",18 Hectares Of Land,Apo Wasa Apo Abuja
"₦ 800,000,000",6.21 Hectares Of Land For Private Housing Estate,Apo Wasa Apo Abuja
"₦ 150,000,000",4 Bedroom House for sale Close To Cedar Crest Hospital Apo Abuja,Close To Cedar Crest Hospital Apo Abuja
"₦ 5,000,000",250 Sqm Of Land,Top Profile Topaz Estate Apo Abuja
"₦ 28,000,000",1000 Sqm Of Land,Dream Drew Paradise Apo Hilltop After Shelter Gold Estate Apo Abuja
"₦ 120,000,000",4 Bedroom Semi Detached Duplex,Ikota Lekki Lagos
"₦ 5,000,000",4 Bedroom Land for sale Tafyi District Behind Apo Resettlement Apo Abuja,Tafyi District Behind Apo Resettlement Apo Abuja
"₦ 6,000,000,000",Land,Apo Abuja
"₦ 250,000,000/sqm",1900sqm Land,Nizamiye Hospital Idu Abuja
"₦ 200,000,000",4 Bedroom Terraced Duplex With Bq,By Turkish Hospital ( Nizamiye) Idu Abuja
"₦ 78,000,000",905sqm Land,Close To Turkey Hospital Idu Abuja
"₦ 265,000,000",5 Bedroom Detached Duplex With 2 Bq,Turkey Hospital Idu Abuja
"₦ 120,000,000",4 Bedroom Semi Detached Duplex Bq,Close To Turkey Hospital Idu Abuja
"₦ 120,000,000",3 Bedroom Detached Duplex With Bq,Turkey Hospital Idu Abuja
"₦ 130,000,000",Newly Built 3 Bedroom Semi Detached Duplex With Bq,Idu Abuja
"₦ 4,500,000",250sqm To Build 4 Bedroom Terraced Duplex,After Train Station Idu Abuja
"₦ 7,500,000",450sqm To Build 3 Bedroom Penthouse,After Idu Train Station Idu Abuja
"₦ 60,300,000",Block Of Flats,Idu Abuja
"₦ 350,000,000",4 Bedroom Fully Detached Duplex With A Bq,By Nizamiye Turkish Hospital Idu Abuja
"₦ 12,500,000",600 Sqm Of Land,Idu Abuja
"₦ 6,500,000",Land,Idu Abuja
"₦ 4,500,000,000",20 Hectares Of Land,Idu Abuja
"₦ 150,000,000",4 Bedroom Terraced Duplex,Idu Abuja
"₦ 250,000,000",5 Bedroom Semi Detached Duplex,By Turkish Hospital ( Nizamiye) Idu Abuja
"₦ 60,000,000",2 Bedroom Flat,Idu Abuja
"₦ 85,000,000",A Purpose Built Poultry Farm With All Its Assets,"Adafune Village, Oke Iganmu, Off Ilaro Road, Yewa South Yewa Ogun"
"₦ 350,000,000",Elegant And Spacious Duplex,Egbokodo Itshekiri Udu Delta
"₦ 75,000,000",Uncompleted 4 Bedroom Duplex,Kotokoto Udu Delta
"₦ 250,000,000",Commercial Property,Kotokoto Orhuwhorun Udu Delta
"₦ 9,000,000",Land,Okpaka Udu Delta
"₦ 3,500,000",Land Measuring 400sqm,"Njaba, Imo"
"₦ 5,000,000",Land,Along Airport Road Uyo Akwa Ibom
"₦ 5,000,000",Land,Along Airport Rd Uyo Akwa Ibom
"₦ 2,000,000",Land,Oakwoodcity Estate Uyo Akwa Ibom
"₦ 2,500,000",Land,Close To Trinity Polytechnic Uyo Akwa Ibom
"₦ 1,800,000",Land,By Airport Roundabout Uyo Akwa Ibom
"₦ 3,500,000",Land,Ikono Lga Uyo Akwa Ibom
"₦ 7,500,000",Land,Edon Ebom Uyo Akwa Ibom
"₦ 5,000,000",Land,Off Airport Junction Uyo Akwa Ibom
"₦ 1,800,000",Land,Uyo Akwa Ibom
"₦ 1,500,000",Land,Palmgroove Harcourt Estate Uyo Akwa Ibom
"₦ 7,500,000",Land,Ifa Ikot Abia Ntuen Etoi Clan Uyo Akwa Ibom
"₦ 7,500,000",Land,5mins To Victor Attah Int'l Airport Uyo Akwa Ibom
"₦ 2,500,000",Land,Ndon Ebom Uyo Akwa Ibom
"₦ 7,500,000",Land,Etoi Clan Uyo Akwa Ibom
"₦ 5,000,000",Land,5mins Drive From Victor Attah Int'l Airport Uyo Akwa Ibom
"₦ 3,500,000",Land,By Itam Market Ikono Akwa Ibom
"₦ 5,400,000",Land,5mins To Obong Victor Attah Int'l Airport Uyo Akwa Ibom
"₦ 200,000,000",Twin Multipurpose Duplex On 100 By 100 Land,"Eguadase Road, Off Akpakpava Road Oredo Edo"
"₦ 150,000,000",6 Bedroom Duplex,Ogba Hill Top Off Upper Airport Road . Oredo Edo
"₦ 300,000,000",Magnificent 5 Bedroom Detached Edifice With Bq & Pool,Chevron Lekki Lagos
"₦ 40,000,000",Bungalow And Duplex,Arbor Bypass Opposite Vibes Fm Oredo Edo
"₦ 70,000,000",4 Bedroom Bungalow,"Location: At Ogunmwenyi Road, Off Ugbor/irhirhi Road, Gra Extension Oredo Edo"
"₦ 11,000,000",Uncompleted 3 Bedroom Bungalow,"Ovbiogie Community, Just After Oluku Off Benin Lagos Express Way Oredo Edo"
"₦ 42,000,000",7 Flat Of 4units 4bedroom Each And 3unit Of 2bed,"Off Upper Lawani, Very Close To The Tarred Road Oredo Edo"
"₦ 22,000,000",2 Units Of 3 Bedroom Flat,Location In Okhabera Off Sepele Road Benin City Oredo Edo
"₦ 70,000,000",6 Units Of 2 Bedroom Flat Each,"Location Peanut Off Sapele Road, Oredo Edo"
"₦ 200,000,000",Shopping Complex,Opposite University Of Benin By The Side Of Nadia Bakery. Oredo Edo
"₦ 25,000,000",4 Bedroom Bungalow Apartment,"St Saviour, Benin City Oredo Edo"
"₦ 450,000,000",Functional 50 Rooms Hotel,Off 2nd Ugbor Gra. Benin City Oredo Edo
"₦ 80,000,000",House,Along Mm Way Oredo Edo
"₦ 65,000,000",7 Bedroom Bungalow,At Evbodia Airport Road Extension Oredo Edo
"₦ 50,000,000",Functional 10 Rooms Guest House,Iyana Kure Amuloko Area Ibadan Oyo
"₦ 48,000,000",6 Bedroom Detached House+ 2bq For Office Use,Old Ikoyi Old Ikoyi Ikoyi Lagos
"₦ 5,000,000/day",Newly Built Hall,"Oluwa Ni Shola Estate,chevron Toll Gate Along Lekki Expressway Lekki Lagos"
"₦ 60,000/sqm",Office Space,Bus Terminal Oshodi Expressway Oshodi Lagos
"₦ 350,000,000/year",Fully Furnished 2 And 3 Bedroom Apartments,Off Bourdillon Road Ikoyi Lagos
"₦ 1,500,000,000",Mrs Service Station,"Along Apapa Oshodi Expressway, Ijeshatedo Ijesha Surulere Lagos"
"₦ 800,000,000",Plaza,Tejuoso Market Ojuelegba Surulere Lagos
"₦ 10,000,000/year",35sqm Shop Space,Lekki Phase 1 Lekki Lagos
"₦ 3,000,000,000",Warehouse,"Kudirat Abiola Road, Oregun Ikeja Lagos"
"₦ 2,000,000/year",Shop Space,Orchid Lekki Phase 2 Lekki Lagos
"₦ 3,000,000/year",Furnished Serviced Office Space,Lekki Right Hand Side Lekki Phase 1 Lekki Lagos
"$ 65,000/year",4 Bedroom Apartment With Bq,Banana Island Estate Ikoyi Lagos
"₦ 45,000,000/year",Furnished 3 Bedroom Apartment,Banana Island Ikoyi Lagos
"₦ 7,000,000/year",Partly Furnished & Serviced 3 Bedroom Apartment,Prime Water Ikate Lekki Lagos
"₦ 6,000,000/year",Furnished 2 Bedroom Apartment,Associated Estate Idu Abuja
"₦ 25,000,000/year",Newly Built And Serviced 5 Bedroom Terraced Duplex,Jabi Abuja
"₦ 5,000,000/year",Partly Furnished 3 Bedroom Apartment,Jakande Lekki Lagos
"₦ 5,000,000/year",Furnished 2 Bedroom Terrace Duplex,Chevron Lekki Lagos
"₦ 2,000,000/year",Furnished Shared Apartment,Royal Pine Estate Orchid orchid Lekki Lagos
"₦ 2,000,000/year",2 Bedroom Apartment,Ado Ajah Lagos
"₦ 15,000,000",Fully Furnished 4 Bed Semi Detached Duplex + Ac &gen,4 Bedroom Semi Detached Duplex For Rent Oral Estate Lekki Lagos
"₦ 8,000,000/year",Fully Furnished 4 Bedroom Terrace Duplex,Orchid Lekki Lagos
"₦ 9,000,000",Half Plot Of Land,Unity Estate Badore Ajah Lagos
"₦ 499,999,999",Furnished 3 Bedroom Apartment + Bq+pool,Ikoyi Ikoyi Lagos
"₦ 100,000,000",3 Bedroom Flat,Adeniran Ogunsanya Surulere Lagos
"₦ 185,000,000",4 Bedroom Semi Detached Duplex,Ologolo Lekki Lagos
"₦ 240,000,000",4 Bedroom Fully Detached Duplex With Bq,Chevron Lekki Lagos
"₦ 150,000,000",Contemporary Luxury 5 Bedroom Detached Duplex With Bq,Ajah Lagos
"₦ 3,300,000,000",7 Bedroom Detached Duplex With Bq,Guzape Abuja
